state,postcode,individuals_2003-04,median_taxable_income_2003-04,average_taxable_income_2003-04,individuals_2013-14,median_taxable_income_2013-14,average_taxable_income_2013-14,individuals_2014-15,median_taxable_income_2014-15,average_taxable_income_2014-15,individuals_2015-16,median_taxable_income_2015-16,average_taxable_income_2015-16,individuals_2016-17,median_taxable_income_2016-17,average_taxable_income_2016-17,individuals_2017-18,median_taxable_income_2017-18,average_taxable_income_2017-18,individuals_2018-19,median_taxable_income_2018-19,average_taxable_income_2018-19,individuals_2019-20,median_taxable_income_2019-20,average_taxable_income_2019-20
NSW,2175,290,28559,35774,1049,42413,56353,1099,43872,58880,1085,45713,61496,1112,46970,64229,1111,48937,71796,1136,49241,68584,1126,51152,74161
NSW,2176,24958,28555,32048,23873,41421,48033,23744,42020,49385,23994,42466,50285,24102,43356,51269,24351,44241,52668,24652,45680,54321,24514,46026,54801
NSW,2177,7374,26631,29514,7308,40365,45069,7429,40794,46614,7572,42002,47883,7805,42487,48330,7952,43883,49791,8114,44827,50729,8167,45776,51463
NSW,2178,531,25950,35034,1959,41512,55232,1999,44420,59018,2135,45736,60407,2204,46721,63231,2226,46510,64039,2243,48189,70014,2275,49242,68158
NSW,2179,733,28213,33574,2309,40059,50123,2603,42375,52205,3055,45047,54299,3273,46145,56990,3909,48942,57956,4912,51243,59665,6698,53190,60211
NSW,2190,10183,23050,27375,10503,35374,43925,10773,35984,44438,11114,36437,45842,11555,36928,46618,11872,37440,47413,12204,38845,49340,12544,39320,50594
NSW,2191,2865,27180,32075,3041,39962,49945,3174,41009,51431,3197,42784,53725,3341,43805,54981,3313,45044,55466,3369,45204,56733,3430,46218,59362
NSW,2192,6329,26242,29768,6416,37517,43585,6496,38427,44587,6734,39364,45829,7003,39154,46619,7301,40953,48011,7567,42335,49322,7640,42613,50762
NSW,2193,7728,30180,34959,8250,44059,55000,8503,45092,56260,9039,47071,60292,9916,46399,58677,10762,46979,59319,11170,49420,62417,11198,51177,64970
NSW,2194,10401,21851,25128,11985,33638,39332,12432,34586,40403,13119,35610,41593,13883,35971,42621,14538,35918,42706,15437,36121,43424,15361,36768,45536
NSW,2195,10239,21388,24802,11278,31840,37033,11422,31803,37644,12138,31506,37981,12659,31594,41139,13091,32204,39832,13550,33100,40389,13620,32807,40998
NSW,2196,13986,24688,28325,14329,36219,42895,14598,37047,43850,15030,37152,44662,15602,37745,45565,16182,38272,46604,16805,38797,47678,17148,39260,48450
NSW,2197,3839,27494,31350,3960,38355,45160,3983,38871,48229,4029,38899,47122,4215,39302,47854,4356,40123,54360,4472,41089,50816,4549,40780,49712
NSW,2198,4976,30707,34587,4437,40523,50070,4481,40848,49657,4425,41085,51043,4467,40795,52007,4686,41139,51984,4751,42319,53455,4780,44212,54220
NSW,2199,7109,26515,30380,7513,37638,44280,7700,37340,45334,7981,38548,45533,8264,38657,45717,8621,38670,46978,8965,39917,47730,9164,40981,49111
NSW,2200,17411,25180,28768,18564,36676,43371,19273,36647,43915,20077,36889,44334,21143,37109,44708,22240,37937,46139,23344,38699,46852,23926,39088,47486
NSW,2203,8412,34089,39086,8085,50960,61961,8217,51073,62616,8392,52889,65531,8590,54549,67575,9011,57485,71390,9219,60163,76087,9015,62413,76967
NSW,2204,13670,29448,34114,14543,47155,58003,15036,48098,59313,15645,50309,62058,16032,51956,64947,16278,54592,66997,16678,56896,70126,16747,58839,73689
NSW,2205,6769,27913,32248,8768,42992,51522,10168,42227,51384,11853,42538,51491,13322,42994,53023,14454,43947,56924,15573,45328,55552,16040,45936,56741
NSW,2206,10866,29935,35436,10684,45005,59558,10883,46367,61434,11087,48313,63300,11327,49702,64396,11444,50719,66565,11558,53184,69658,11616,54848,71958
NSW,2207,14542,29931,34848,14941,42744,52451,15130,43301,53675,15419,43671,54461,15964,44679,56027,16237,46096,58342,16413,47898,59796,16478,48794,62577
NSW,2208,6830,28545,33394,6920,41104,52108,7045,42006,53428,7166,43747,56396,7303,44099,56666,7544,45664,59263,7610,47700,59567,7686,48236,61847
NSW,2209,8152,27744,32705,8719,39299,48469,8763,39704,49458,9022,40531,50630,9224,41257,51242,9465,42231,53263,9688,43936,53535,9661,44377,54918
NSW,2210,15678,29328,35758,15623,40933,53308,15995,41661,53694,16670,42205,54497,17585,42956,55741,18189,44132,57466,18880,45651,58492,18982,46854,60382
NSW,2211,8984,31323,35714,9331,43938,51726,9598,44174,52082,9771,44817,53122,10077,45677,53858,10206,46902,55880,10435,47808,57741,10531,49432,58470
NSW,2212,7148,30885,34381,8126,43706,51058,8406,44363,52206,8647,45243,52900,8940,45822,53633,9287,47342,56160,9573,48970,57072,9736,49243,58182
NSW,2213,11378,32050,36782,11780,46220,56275,12023,46935,57036,12275,47952,58295,12656,48605,58825,13056,50015,60985,13448,51535,62064,13429,53233,64216
NSW,2214,2757,33901,37534,2370,45385,53502,2350,45995,54887,2343,47783,55749,2366,47388,56967,2402,48529,81283,2467,51525,62546,2457,51692,61512
NSW,2216,14694,27435,31629,16355,40639,48978,16831,41000,49472,17316,42129,50935,17927,42424,51558,18289,42963,52989,18685,44371,53971,18542,44555,55305
NSW,2217,14423,29172,34901,15543,42595,52756,16255,44024,54590,16783,44507,55129,17355,45360,56033,17763,46439,57931,18357,47989,59897,18500,48831,61168
NSW,2218,8240,30218,34472,9334,41032,48563,9479,40849,49040,9907,41582,50107,10311,41398,50054,10693,41841,51051,10794,43327,53511,10691,44593,54445
NSW,2219,7352,32090,39718,7547,46521,62724,7806,47035,66019,7898,48202,65010,8077,49238,66263,8107,51197,70087,8202,53133,70823,8248,54663,71896
NSW,2220,15275,25909,31244,17326,36241,45269,17926,35957,46493,18954,36642,46075,20087,35834,45309,21209,35477,45993,22695,35931,46744,23073,36212,47569
NSW,2221,9752,32719,46839,9883,45024,68124,10026,45767,69656,10254,46452,70221,10438,47367,71605,10581,48576,74457,10684,50043,75027,10795,50332,76610
NSW,2222,6915,31273,36315,7291,42111,52077,7562,42477,52479,7739,42330,53660,8021,42895,53171,8307,43068,54185,8456,44691,55378,8445,44585,56286
NSW,2223,12330,34283,42772,12972,47120,64143,13101,47927,65290,13223,49823,67915,13504,50223,68444,13839,51469,70737,13915,53918,73509,13918,54049,74979
NSW,2224,9008,31953,44399,8493,43623,63614,8513,44206,65707,8633,45563,71112,8727,47431,70637,8883,48168,74577,8965,50321,73035,9106,50815,75611
NSW,2225,3468,35395,45622,3378,49881,72184,3418,51821,75058,3475,53403,79848,3484,55097,77487,3471,58121,79718,3483,58806,82899,3463,60833,85448
NSW,2226,7805,35047,42187,7540,50048,64416,7551,51309,66410,7552,52418,69158,7720,53140,70130,7796,56748,73040,7989,58977,75808,8000,60867,78734
NSW,2227,8895,34223,41591,8753,47505,63114,8888,49322,65948,8975,50920,67047,9124,52177,68753,9205,54573,71916,9419,56716,73805,9427,58312,75095
NSW,2228,11012,32021,39324,10904,45548,60536,10987,46653,62363,11103,48232,66028,11258,48977,65044,11536,50549,68215,12059,52476,68736,12678,54016,69898
NSW,2229,17408,33488,43908,17929,47310,72588,17939,48410,69491,18050,50185,72982,18219,51690,74623,18585,53602,78332,19067,56219,79800,19321,57881,82913
NSW,2230,18830,34730,44832,19272,49777,81251,19534,51252,76754,19686,53565,79351,19884,54789,80580,20184,56965,87190,20385,58818,86020,20759,59521,86610
NSW,2231,1304,32392,36608,1318,46642,60848,1332,46220,61827,1345,49371,61984,1341,48652,61613,1369,50422,65772,1390,50653,64976,1425,50000,64391
NSW,2232,20375,34277,39272,19588,47739,58981,19697,48564,60334,20079,50378,62451,20272,51318,63598,20507,53131,65639,21048,56228,68434,21501,57523,70181
NSW,2233,19778,33073,38444,17993,47437,56531,18021,48435,58027,18012,49937,60136,18177,50573,60538,18258,52922,63842,18402,54874,65493,18402,56367,67262
NSW,2234,20441,33335,42132,20127,48311,62372,20232,49259,63853,20332,50562,65146,20231,51978,66945,20317,53800,68717,20273,55928,70769,20203,57146,73600
NSW,2250,38771,28956,34833,37112,40826,50969,37373,41720,52578,37838,42842,53445,38668,43408,54054,39266,44917,56094,39815,46736,58377,40582,47733,59811
NSW,2251,18223,26883,34417,18123,39918,51867,18241,40819,53434,18567,42070,55328,18848,42559,56865,19140,44296,58646,19337,45784,60731,19473,46875,62047
NSW,2256,7920,27101,32773,7685,38326,48817,7722,39684,49543,7918,39860,50813,8131,41069,51823,8296,41845,53919,8421,43694,56022,8562,44904,57082
NSW,2257,14882,26174,31922,14680,37008,48040,15089,38294,48638,15488,38727,49263,15799,39730,50808,16174,40841,52790,16395,42589,55510,16502,44392,57562
NSW,2258,3018,30750,37688,3031,43423,55528,3140,43512,56419,3136,45660,58412,3191,46747,59213,3256,47483,61412,3274,48351,61493,3241,48875,62970
NSW,2259,25322,26866,31662,28029,39886,48750,28671,40500,49260,29681,41686,50444,30966,42375,50509,32342,43768,52145,33222,45350,53284,34072,46258,54849
NSW,2260,13745,28289,39200,14134,41866,58927,14328,43065,60664,14597,44634,63051,14981,45021,65253,15352,46578,70537,15551,48511,68420,15967,49700,71288
NSW,2261,25888,25720,30382,28827,39425,46965,29316,40577,49754,30177,41761,49120,31059,42189,49815,32006,43646,51675,32366,45197,53323,32822,46856,55313
NSW,2262,9078,26048,28949,9066,38910,44812,9341,39072,45407,9682,39881,45926,9960,40547,46282,10212,42245,48369,10424,43906,49879,10513,45255,50706
NSW,2263,10949,24895,28723,10349,37351,44093,10601,37790,44597,10941,39152,45693,11189,39666,46403,11306,41529,48232,11585,42580,49133,11796,43482,49874
NSW,2264,6873,25423,30878,6816,37478,47738,7048,37832,47948,7337,38885,49344,7655,39695,49957,7938,41089,51179,8032,42428,51891,8240,43239,53616
NSW,2265,2599,23384,29026,2762,37918,48194,2814,39796,49800,2938,40714,50935,3189,42326,52819,3431,44489,53172,3666,45252,54552,3856,46367,55734
NSW,2267,1560,26517,34236,1537,36792,52965,1525,39284,52314,1565,38407,50668,1560,40081,51489,1582,42228,54373,1597,42161,54361,1633,44049,56634
NSW,2278,1504,28615,31795,1444,43034,50903,1473,43466,50869,1456,45445,51892,1453,45956,52389,1476,46765,53243,1511,49665,55911,1493,50516,57004
NSW,2280,14817,29103,35721,14760,42265,57200,14822,42249,55911,15094,43336,56457,15264,43392,56925,15395,45535,59067,15514,47391,60084,15627,48397,61614
NSW,2281,7072,25095,30848,7150,39555,51069,7180,40512,52622,7424,41138,52957,7483,41512,53042,7781,43484,55700,8000,44984,57781,8163,47257,59333
NSW,2282,9112,29581,36454,8750,43893,58666,8712,44840,59378,8921,45237,60264,9066,45793,59684,9410,47440,62147,9515,49140,64580,9702,50222,66131
NSW,2283,12787,26988,34388,12460,40032,55131,12365,40662,53499,12624,40851,53937,12747,41271,55435,13134,42700,55960,13426,44074,57386,13360,45300,58094
NSW,2284,5245,27521,31703,5473,40422,50162,5532,41162,50310,5602,41901,50959,5744,43576,52583,5995,46205,54631,6347,48037,56332,6706,49072,59352
NSW,2285,13937,28787,32243,15912,44091,51460,16072,45261,52456,16702,45808,53210,17266,46802,53751,17851,48500,55472,18356,50706,57798,18754,51655,59223
NSW,2286,1904,28388,31071,1943,42279,48891,1992,42341,48818,2086,43346,49727,2248,44723,50303,2465,47112,53415,2590,48362,54473,2590,50061,56157
NSW,2287,17541,29286,32990,18700,42949,51727,18970,43740,52527,19541,44426,52981,20290,44663,53104,21011,46920,55306,21736,48398,56633,22618,49530,58595
NSW,2289,10756,29526,34938,11270,44641,55138,11183,45711,56303,11330,46526,57591,11526,46813,58322,11750,49471,60575,11892,52094,63427,12120,53127,65742
NSW,2290,18568,28519,34612,18601,43066,54968,18664,43755,55331,18987,44510,56004,19358,45293,56684,19557,47437,58787,19949,49331,61270,20246,50630,62567
NSW,2291,8703,32867,43743,8869,50337,75109,8835,50329,75806,8878,51961,78210,9008,52035,80694,9049,54311,86197,9172,57139,88521,9351,56955,88201
NSW,2292,1176,29588,33410,1371,45452,53936,1392,46154,53902,1451,47742,56172,1490,47298,56498,1564,50014,58326,1635,52381,61395,1679,52652,61710
NSW,2293,1220,28162,32578,1591,44111,55232,1691,44820,55542,1661,47724,58950,1673,49998,59789,1868,52989,61773,1966,53153,63786,2105,54603,64531
NSW,2294,875,26063,30231,1097,44589,51950,1121,45830,54136,1143,46604,55133,1182,48043,57834,1178,50227,58626,1236,50452,60746,1239,50816,62701
NSW,2295,2390,27188,31927,2943,44366,55157,3201,44655,55787,3431,45890,56607,3732,47017,57046,3965,48752,58989,4084,50604,61364,4122,52025,62840
NSW,2296,747,26445,30708,1057,43473,51641,1077,45267,52426,1107,44753,54209,1109,48250,55428,1189,51099,59279,1262,52171,59914,1309,52296,62218
NSW,2297,806,27321,30343,831,42235,50397,877,42207,51159,900,44405,52562,929,46588,55527,939,46502,58047,1040,48680,58842,1103,50491,61437
NSW,2298,4342,27114,30463,4551,41701,48694,4566,42534,49787,4695,42735,50251,4898,43772,50712,5002,46728,54137,5059,48737,55870,5302,49165,56727
NSW,2299,5355,26645,31546,5530,41285,50742,5551,41506,51191,5659,42507,51856,5876,42908,52268,5954,44557,54257,6207,46515,55974,6479,46010,56516
NSW,2300,6453,30493,43927,7108,49602,86482,7194,50012,78733,7351,51267,77920,7548,53145,78477,7658,54229,86172,7857,54701,87823,8189,55371,86379
NSW,2302,201,28812,33778,340,47124,55058,335,46832,56965,393,48363,56050,525,50602,59969,549,56054,64751,675,56229,71375,884,56431,70416
NSW,2303,5127,29588,39120,5174,43792,61921,5193,44671,62862,5216,44968,65896,5346,46974,65016,5468,48653,67464,5635,49153,67826,5681,50709,73814
NSW,2304,7438,27681,30631,7801,43129,48936,7821,42910,49339,8005,43825,50622,8267,44302,51131,8420,46739,53482,8698,48739,55379,8883,50129,57301
NSW,2305,7250,31911,39253,7307,47278,62523,7374,48151,63427,7486,49242,64681,7573,50118,66246,7804,52056,68243,7891,54083,70836,8065,53764,71613
NSW,2306,1074,19051,22553,900,34968,38275,899,35940,38346,887,37105,39853,893,37225,39724,942,36532,40319,1009,38069,40902,1014,38774,41778
NSW,2307,1727,25560,28226,1735,38402,43588,1755,38677,43001,1840,40494,44530,1938,41024,45152,2092,41804,46757,2201,43314,48175,2255,43319,48667
NSW,2311,498,19797,27648,484,30826,39369,497,31695,42039,499,33541,42092,495,32877,42129,490,35255,45396,518,35074,51002,478,37096,50392
NSW,2312,702,19513,21918,708,29731,38891,715,30434,37284,753,33582,38691,749,34343,39797,772,33934,41158,791,36253,43225,805,35877,42804
NSW,2315,7185,23382,31655,7846,35282,49124,7897,35314,49511,8081,36072,50766,8233,36754,51144,8357,37540,51389,8514,39155,53813,8714,38196,54118
NSW,2316,2884,24348,29669,3021,36192,51705,3078,37110,49719,3149,37436,48743,3158,37738,48718,3271,39410,52073,3438,39374,52821,3602,40326,53579
NSW,2317,3184,23085,31281,3327,35459,47765,3354,35135,47752,3474,35400,49443,3555,35482,49884,3584,37156,50504,3613,38133,52774,3676,39267,55926
NSW,2318,5970,28749,33166,6488,43040,52249,6508,44029,53295,6770,45218,54040,6913,45253,54366,7094,47597,56698,7292,49395,57920,7548,49275,59613
NSW,2319,2920,25473,29415,2969,37568,45829,2937,38402,46197,3074,38557,46614,3069,37866,46183,3178,38450,46321,3241,39410,47835,3332,40539,48645
NSW,2320,13376,29322,35534,17155,44758,59968,17748,44985,59084,18472,45350,58542,19067,45868,60168,19939,47565,62217,20620,49402,62653,21230,50410,63980
NSW,2321,5458,29038,36209,7261,44374,57414,7700,45105,58114,8091,45943,57517,8659,47749,59029,9219,49249,60682,9785,50982,61489,10667,52674,63309
NSW,2322,9105,29332,33137,9420,44074,52771,9549,44128,52395,10097,44626,53181,10656,46147,53921,11759,48118,56507,12578,50475,58085,13196,51855,60085
NSW,2323,13170,28982,34171,13664,43932,54092,13519,44590,54496,13777,44863,54607,14154,45326,54864,14576,47425,57159,14741,48727,59022,14758,49526,60527
NSW,2324,11546,25552,30919,11638,38574,48176,11587,38823,47213,11768,39848,48598,12152,40252,48517,12432,41018,50051,12697,42004,50455,12997,42986,52451
NSW,2325,11617,25486,32124,12254,39723,51564,12367,39859,51785,12663,40309,51542,12941,41167,51513,13477,42545,53119,13895,44048,54281,14284,44900,56014
NSW,2326,3116,25220,29502,3240,39807,48591,3262,40560,49218,3345,41515,48823,3529,42393,49478,3678,44247,51039,3817,46014,53196,3885,45819,53590
NSW,2327,3627,25508,30234,3372,39889,47286,3393,39750,46636,3496,40475,46741,3597,41288,47311,3668,42945,48799,3836,44576,50428,3829,46478,52078
NSW,2328,1355,29189,34733,1367,41812,53537,1307,42681,57011,1306,42967,56817,1307,43308,56492,1341,45348,56671,1325,47049,59566,1363,49390,62600
NSW,2329,1094,24300,29521,1041,34859,45167,1048,36879,45535,1047,37876,46225,1059,36901,46901,1127,37773,44996,1122,37663,44307,1099,37826,43004
NSW,2330,11216,30536,40151,11467,49099,69191,11302,48459,68274,11331,48673,68441,11600,48449,65462,11944,51068,67787,12056,52188,69739,12172,53000,71153
NSW,2333,6998,30047,38356,6976,48975,65689,6962,48576,65465,6903,48063,64296,7127,47548,62192,7169,50280,64499,7375,51761,66576,7416,52274,68008
NSW,2334,1090,28872,33880,1357,45195,58004,1357,44540,56720,1429,45194,56175,1435,47979,57869,1494,47606,59096,1622,50822,61376,1720,52560,63760
NSW,2335,2698,29828,36789,3255,47822,62978,3317,47568,63538,3421,47668,64850,3654,48118,61897,3949,49867,62980,4321,52508,65612,4578,54972,68927
NSW,2336,1395,27655,34211,1446,43898,58791,1398,45925,61319,1376,47238,60934,1401,46411,58592,1412,48299,60632,1397,49242,61532,1431,49032,62583
NSW,2337,4301,28166,34486,4549,40861,111407,4738,39359,73352,4607,42335,57627,4550,43584,57016,4645,44787,59225,4699,46500,73062,4792,46781,70390
NSW,2338,739,22243,24980,678,33664,43584,694,33353,43096,675,34320,42658,705,34951,44174,704,36838,44000,697,38045,46132,674,38062,47037
NSW,2339,407,20471,21635,399,31268,34727,425,31389,40424,418,32881,44941,415,35016,51860,423,31017,50717,427,30872,37932,437,33165,39341
NSW,2340,24907,27222,30961,26616,39596,46318,26739,40582,47775,27364,42093,49230,28005,42625,49877,28723,44179,52339,29154,45612,52094,29154,46760,53650
NSW,2341,761,22089,26739,623,32975,42324,627,34929,42290,642,35603,41833,666,37276,45163,672,37136,44460,668,36935,44576,643,38913,43469
NSW,2342,302,20977,21682,285,30987,36009,266,34554,40704,272,33958,39662,270,38538,43289,273,36867,38615,276,36759,40405,276,38857,36040
NSW,2343,2703,23255,26282,2645,34658,39942,2632,36381,44049,2669,38465,49264,2629,39225,47799,2646,39969,49034,2622,38933,43609,2643,37944,43068
NSW,2344,410,22213,23844,422,35978,40723,434,37126,39554,445,39263,46105,433,40821,46396,444,38819,46277,436,39537,44725,426,38490,42419
NSW,2345,460,23451,24566,452,35203,40109,453,36974,41136,449,41500,45534,424,40534,46202,435,40189,47024,438,42103,46158,422,40114,45105
NSW,2346,1523,19692,22440,1409,33708,38368,1414,35122,39767,1391,36359,41180,1435,35942,41383,1462,37861,43306,1456,36922,40670,1448,37552,39847
NSW,2347,1023,21298,22042,843,28727,31235,822,30787,37854,853,33267,40763,856,33133,41790,865,34203,38064,853,28226,32983,838,29073,23332
NSW,2350,13529,26433,30962,13591,37691,46948,13650,38676,48667,13853,39370,49043,14071,39578,49544,14372,41443,51313,14436,43118,52911,14497,43892,53251
NSW,2352,1435,24639,27009,1404,39125,44886,1456,38768,44487,1454,39761,46422,1517,41759,46781,1552,42909,47896,1528,42739,47893,1553,44161,47185
NSW,2353,499,22990,24982,540,37514,41863,527,38918,43354,553,38924,43573,580,38736,44444,610,41022,44915,624,42857,46547,622,44682,47679
NSW,2354,2272,23252,26598,2143,28863,32764,2183,31985,37481,2163,33908,41135,2165,34588,41456,2139,36037,43806,2130,35326,40550,2114,32315,35555
NSW,2355,304,19815,20755,290,28883,33955,301,31395,36058,315,32666,37538,337,32548,36266,322,33458,40215,349,28967,34545,347,30833,38075
NSW,2357,2286,21626,25072,1984,31792,38480,1996,34886,43350,1971,36298,46084,1973,37083,45355,1950,37300,45107,1958,35783,41346,1948,36982,41159
